rainfall,water_level,flow_rate,temperature,humidity,wind_speed,flood
100.0,0.83,80.4,23.3,94.4,8.0,0
192.5,0.52,23.2,31.9,90.7,49.8,0
14.1,1.75,46.0,32.9,38.5,38.8,0
106.8,0.57,68.1,33.2,50.5,19.9,0
153.8,1.59,91.7,27.8,75.5,21.4,1
29.2,1.29,102.5,33.8,37.8,8.4,0
68.0,3.24,99.6,20.3,36.8,32.1,1
179.8,1.97,44.5,21.5,50.7,22.2,1
139.9,2.2,79.4,34.0,40.4,14.4,1
74.2,1.59,49.1,38.6,41.1,31.7,0
88.0,1.38,94.4,32.4,40.3,14.6,0
127.4,0.58,41.2,22.6,70.9,13.0,0
149.1,3.49,60.6,30.5,41.9,17.2,1
170.5,1.44,57.4,36.6,64.0,8.5,1
35.1,3.19,21.4,38.7,54.0,15.5,0
55.7,2.83,98.9,31.2,55.0,23.0,1
181.3,3.02,104.6,34.6,66.7,11.4,1
132.8,1.7,29.9,23.2,34.7,27.7,0
148.3,3.12,117.0,16.4,69.7,12.4,1
147.9,2.57,85.1,21.1,78.3,22.8,1
121.8,2.16,29.1,19.8,88.1,3.2,0
104.5,0.68,42.8,29.6,70.7,23.2,0
156.3,1.46,83.4,19.9,38.1,4.2,1
108.5,1.14,68.7,29.2,70.7,43.1,0
177.3,2.83,39.5,35.1,73.0,22.8,1
150.9,2.3,69.3,19.4,65.5,25.7,1
59.9,3.1,44.9,21.9,69.3,15.4,0
195.4,3.34,68.8,23.0,98.2,23.5,1
13.1,1.8,50.5,38.1,61.0,31.9,0
36.5,2.84,96.3,20.3,65.1,16.0,0
20.6,1.4,81.0,29.3,40.8,7.8,0
157.2,3.06,81.0,18.9,97.0,49.1,1
157.7,2.84,46.9,38.3,63.0,42.8,1
29.0,1.5,55.4,33.6,61.5,21.3,0
83.4,2.79,60.4,39.2,54.8,40.3,1
153.4,0.56,90.4,20.2,80.2,14.7,0
64.4,2.87,52.6,29.0,44.0,10.7,0
171.3,0.82,44.3,23.1,63.6,36.1,0
194.2,0.64,85.9,32.2,93.6,24.4,1
121.3,1.63,30.1,31.0,49.3,18.5,0
22.2,0.9,95.0,23.1,84.3,20.7,0
30.1,1.4,40.0,17.2,47.2,28.6,0
52.1,2.09,49.1,15.5,84.0,3.4,0
142.3,1.44,105.3,37.6,61.2,44.2,1
93.7,1.88,53.3,31.9,79.3,12.8,0
4.6,0.86,61.1,24.9,64.0,2.4,0
182.6,2.04,21.6,25.9,32.2,25.2,1
158.0,1.98,77.5,30.9,81.4,28.3,1
156.1,2.1,99.9,36.2,36.1,46.1,1
198.6,2.76,96.7,25.8,49.4,22.6,1
147.8,2.45,27.3,31.2,53.8,26.4,1
164.0,1.8,22.1,29.4,30.4,41.4,0
45.0,1.78,45.9,20.6,77.2,16.3,0
133.1,2.81,77.4,23.9,91.6,43.4,1
154.6,1.12,38.2,15.7,72.1,42.2,0
108.0,3.36,52.7,22.9,46.1,10.4,1
84.9,1.31,113.6,20.4,54.9,6.9,0
87.9,3.0,57.5,26.1,82.1,37.0,0
89.4,1.7,40.6,24.5,87.0,4.6,0
182.7,2.67,32.2,33.9,38.4,24.5,1
149.9,1.45,39.1,39.6,86.0,18.0,0
22.4,1.87,20.7,35.1,58.0,42.9,0
189.1,3.01,63.4,36.2,51.0,50.0,1
128.7,1.67,67.1,38.8,49.2,32.4,0
28.1,1.25,76.5,18.2,40.9,34.8,0
12.2,2.91,106.6,31.5,56.0,20.7,0
34.5,3.31,116.5,33.5,86.7,9.1,1
21.9,0.99,69.8,22.7,73.8,45.4,0
64.2,2.85,53.2,37.2,32.4,43.6,0
9.3,1.63,79.9,28.1,41.1,0.7,0
18.4,3.46,31.2,26.9,98.8,42.8,0
26.9,2.31,83.7,22.8,62.9,45.1,0
131.3,1.6,81.4,32.9,63.4,37.4,1
39.3,1.16,33.0,38.6,45.8,4.1,0
80.8,3.16,30.5,20.7,42.9,33.0,0
194.8,2.51,72.0,29.4,91.9,38.0,1
84.4,2.48,77.9,38.4,32.4,45.3,0
9.6,1.09,38.2,18.6,32.4,39.7,0
64.5,2.22,68.4,23.6,74.0,40.8,0
90.4,1.14,82.1,28.6,38.2,14.0,0
184.8,1.51,109.3,21.4,86.5,24.4,1
132.6,2.5,54.2,28.0,34.4,18.3,1
193.0,0.88,42.7,26.4,37.8,27.5,0
174.7,1.42,63.6,39.6,35.8,43.3,1
79.5,3.32,119.9,19.9,88.8,11.1,1
146.7,1.56,80.1,18.8,90.2,26.3,1
72.5,1.19,114.7,28.3,56.2,5.0,0
126.9,2.35,104.3,33.8,40.6,47.1,1
171.7,1.34,115.9,38.7,50.8,45.0,1
178.7,1.9,33.6,38.5,30.0,12.6,1
62.3,3.27,81.3,39.0,34.1,20.5,0
164.5,2.79,100.7,38.8,47.0,39.3,1
78.2,1.08,103.4,16.8,97.4,13.8,0
24.7,2.72,114.4,18.8,61.0,33.6,0
2.2,0.85,51.1,17.6,74.0,23.6,0
59.8,0.87,94.3,26.4,34.9,48.9,0
68.3,1.32,118.8,24.5,92.4,5.6,0
117.0,3.13,89.1,34.9,83.1,11.2,1
199.5,2.31,79.9,24.1,90.9,33.2,1
192.6,1.77,83.8,36.6,49.6,36.2,1
50.3,2.02,62.0,35.9,98.8,4.2,0
161.2,1.23,69.5,29.8,76.6,5.2,1
141.7,2.18,103.7,24.4,66.3,46.3,1
120.3,2.27,99.4,38.9,70.3,5.9,1
72.1,2.52,110.4,25.5,57.6,37.2,1
157.6,3.06,77.3,28.1,95.8,40.7,1
155.5,2.51,22.6,29.2,31.7,47.3,0
184.1,2.91,92.9,36.2,47.7,40.9,1
194.7,1.25,64.6,16.2,62.1,49.5,1
158.7,1.13,97.1,28.7,52.5,20.1,1
163.1,3.03,105.7,23.3,73.1,37.0,1
45.5,2.99,30.1,33.0,74.8,15.6,0
37.2,1.65,46.5,32.7,54.5,40.3,0
151.0,3.38,52.3,17.8,70.7,45.4,1
112.1,2.77,73.8,24.9,78.7,9.9,1
119.6,3.13,60.5,21.6,80.1,26.6,1
184.3,0.81,115.6,35.4,92.1,14.7,1
16.4,3.5,64.3,16.0,68.4,33.4,0
98.9,3.0,118.3,21.1,45.8,32.4,1
2.5,1.23,22.1,30.3,88.7,20.7,0
113.6,1.74,104.8,29.5,73.9,44.4,1
149.4,2.62,118.2,35.1,48.4,18.5,1
187.4,1.46,55.7,39.0,39.4,43.0,1
49.4,2.11,32.9,39.5,84.9,25.4,0
62.7,2.92,80.4,33.0,80.2,32.2,0
197.0,1.9,77.4,16.3,73.3,24.9,1
190.6,1.01,76.0,29.0,34.0,17.4,1
29.6,2.55,26.5,33.0,69.9,47.4,0
142.7,1.97,90.4,38.6,99.0,10.8,1
107.7,2.52,53.1,29.2,91.3,47.3,0
107.9,2.54,51.4,15.2,72.7,35.6,0
23.9,3.43,81.4,28.2,81.1,36.6,0
120.3,2.78,37.9,19.5,75.5,24.7,0
17.8,3.34,77.4,38.7,57.1,20.4,0
27.7,1.53,29.6,23.9,79.5,44.0,0
36.9,1.7,42.7,39.6,74.3,17.0,0
104.8,0.56,80.6,39.6,34.1,18.7,0
192.7,2.09,20.5,24.6,31.9,45.3,1
171.9,3.37,38.8,30.5,42.7,10.9,1
174.4,3.24,80.0,29.3,92.4,35.3,1
35.5,0.95,101.9,15.8,32.7,26.9,0
188.1,2.92,51.2,22.3,54.4,9.0,1
180.0,1.99,80.4,39.9,94.4,46.9,1
109.6,1.67,64.8,17.9,68.8,16.9,0
47.9,2.95,38.8,25.1,55.1,45.8,0
162.2,3.23,90.8,36.0,36.9,26.0,1
64.1,2.08,77.5,28.3,57.6,27.3,0
64.1,1.84,39.8,38.6,59.8,21.8,0
4.8,0.81,76.1,30.2,51.4,49.6,0
154.2,2.6,72.8,16.0,96.3,15.4,1
180.1,2.13,84.1,33.5,67.4,2.4,1
37.6,3.39,25.2,35.6,91.2,36.9,0
35.7,1.61,89.9,37.8,36.9,47.5,0
142.5,0.72,40.4,20.2,74.8,0.8,0
41.2,2.57,112.4,15.1,46.8,40.7,1
196.9,3.46,102.7,24.3,88.6,2.2,1
49.2,2.51,108.2,25.6,69.9,43.2,0
41.0,3.14,93.7,21.8,78.3,20.8,0
55.6,3.2,101.7,27.2,72.0,31.3,1
139.2,1.85,86.3,20.6,74.6,5.8,1
97.7,1.05,52.7,38.6,48.0,34.0,0
79.6,2.11,48.5,29.3,37.6,6.0,0
176.8,3.35,75.5,27.4,38.9,49.8,1
21.9,1.19,103.3,19.6,83.4,40.3,0
123.1,1.81,34.3,29.9,32.9,46.7,0
37.8,1.13,51.8,29.2,96.4,17.1,0
184.4,1.55,40.1,31.1,57.4,7.7,0
12.7,1.05,39.4,31.5,60.7,43.6,0
49.2,2.09,75.7,18.6,97.5,2.8,0
82.0,2.1,81.9,19.2,95.3,18.5,0
20.8,1.2,58.1,29.1,87.0,38.4,0
44.9,2.38,76.4,16.8,75.4,45.5,0
129.0,1.35,81.6,26.2,82.4,34.1,0
69.0,3.46,65.5,38.0,40.7,26.8,1
28.9,2.41,37.4,39.2,99.9,44.1,0
4.2,2.92,34.4,26.5,79.7,27.1,0
80.4,3.02,55.3,38.5,59.5,20.9,1
88.8,1.67,56.4,23.2,57.9,36.2,0
43.4,1.07,39.5,36.8,76.2,30.9,0
109.6,2.79,60.8,31.1,44.9,7.1,0
130.4,1.4,103.3,34.4,73.7,2.5,0
110.3,0.97,58.4,27.9,42.6,22.1,0
77.2,2.5,47.3,33.6,69.4,7.8,0
156.4,1.09,61.1,26.7,90.8,6.5,0
63.2,3.3,81.2,33.4,91.3,33.8,1
17.2,0.53,106.2,16.3,89.7,15.7,0
40.6,0.95,41.3,36.0,55.4,45.5,0
165.7,1.93,90.4,22.2,37.1,28.1,1
30.4,1.75,73.2,30.5,41.1,27.6,0
196.7,2.57,110.4,39.4,76.5,7.3,1
151.1,0.91,58.1,24.5,41.9,1.0,0
163.6,3.29,78.5,19.5,92.6,48.5,1
113.4,3.16,118.8,37.2,34.8,6.7,1
78.7,0.95,119.3,34.8,76.8,48.1,0
142.3,3.35,28.3,30.1,86.0,0.8,1
83.5,1.01,105.1,19.8,49.6,26.0,0
97.9,3.22,25.2,21.0,51.5,22.4,0
8.1,2.75,96.0,26.5,35.6,27.6,0
195.6,2.37,93.5,15.5,56.6,45.2,1
7.2,2.52,89.7,23.4,86.2,42.7,0
81.4,1.53,114.3,33.0,68.7,24.4,0
182.7,3.26,28.5,31.7,52.3,25.4,1
162.2,2.92,30.7,16.9,56.1,7.7,1
155.8,3.09,21.0,15.3,86.5,43.5,1
31.2,2.38,107.1,26.5,91.1,39.3,0
24.4,2.61,40.0,33.7,35.7,4.6,0
0.8,2.87,43.3,16.2,35.6,16.0,0
95.2,1.09,118.8,30.1,43.0,14.4,0
173.0,0.68,38.5,15.2,42.3,9.9,0
108.4,3.42,90.0,32.6,35.3,9.4,1
198.4,0.99,83.5,29.8,72.1,25.3,1
85.3,2.97,93.5,28.3,75.8,48.4,1
150.9,0.69,26.3,23.6,81.3,31.0,0
16.0,2.79,91.6,15.3,82.1,4.4,0
183.3,1.58,88.1,32.0,34.6,13.1,1
90.2,2.73,68.0,27.5,83.4,15.7,1
38.1,2.26,24.3,23.8,62.5,23.1,0
169.3,3.42,66.4,37.5,61.7,7.1,1
83.9,0.57,33.9,22.9,99.3,31.6,0
2.8,2.87,86.2,19.3,71.5,9.2,0
78.3,0.95,53.7,15.5,57.5,15.2,0
109.9,1.18,68.7,33.1,60.3,47.4,0
193.8,0.68,116.1,16.7,52.6,23.8,1
47.0,3.33,100.4,25.4,30.9,15.4,1
126.1,2.55,62.9,18.0,39.1,14.1,1
161.4,3.09,57.0,39.3,34.4,22.4,1
41.9,1.48,43.3,36.8,51.9,45.8,0
157.4,2.16,77.7,23.3,43.6,6.4,1
126.5,3.41,42.9,29.8,46.6,41.0,1
94.0,0.56,71.1,17.4,82.5,31.2,0
98.2,2.31,109.1,39.0,48.6,22.5,1
158.3,1.33,34.3,36.2,34.1,12.3,0
65.4,2.97,68.3,18.7,49.1,16.0,1
121.0,2.11,102.4,31.1,97.0,29.9,1
146.7,2.71,39.5,35.0,49.8,39.5,1
163.7,0.53,46.1,18.6,31.8,32.6,0
15.7,1.89,111.0,18.7,73.8,27.8,0
151.7,0.82,47.4,21.9,79.4,22.7,0
25.7,3.37,32.4,36.7,68.7,18.4,0
144.1,2.15,82.9,31.2,57.7,16.3,1
6.9,1.35,76.6,29.2,91.8,2.8,0
26.4,0.69,26.8,18.8,66.6,47.0,0
150.9,3.42,53.8,25.3,82.6,24.6,1
104.9,2.43,59.6,18.9,87.6,40.7,0
23.0,3.23,46.1,21.0,75.1,27.9,0
168.6,1.18,24.2,20.5,46.3,7.6,0
100.1,1.47,95.6,31.8,31.3,38.3,0
133.9,2.59,75.0,16.0,71.3,10.4,1
1.4,2.61,78.2,24.2,92.9,8.2,0
107.2,3.25,94.4,22.0,68.9,25.5,1
40.3,2.32,53.4,23.2,48.2,6.0,0
5.8,2.31,85.1,27.8,58.4,9.2,0
160.9,2.73,107.4,20.0,69.9,37.4,1
134.8,3.16,101.8,24.0,33.8,31.3,1
176.9,1.26,71.1,22.7,45.1,9.0,1
99.9,2.66,92.0,26.4,57.4,37.7,1
96.0,2.29,99.5,31.7,95.6,3.9,0
0.1,0.59,25.0,15.3,49.2,0.0,0
145.7,3.38,29.7,24.2,75.2,48.5,1
74.6,1.34,85.4,22.4,32.4,6.0,0
91.4,3.3,118.3,37.9,38.4,31.8,1
158.6,3.14,113.2,19.4,37.9,36.2,1
177.3,2.58,47.3,15.6,69.4,3.2,1
43.1,1.69,57.7,15.9,60.3,23.3,0
2.7,3.19,85.7,39.0,91.3,35.5,0
40.5,1.3,87.1,39.1,43.2,34.5,0
199.2,0.63,76.3,36.4,69.1,35.1,1
143.1,2.73,48.7,17.2,55.7,41.0,1
74.7,3.21,92.6,28.5,52.4,32.0,1
116.0,1.62,118.4,34.2,40.3,33.6,1
135.1,1.72,116.1,17.2,47.7,6.9,1
129.1,1.85,73.9,32.0,92.3,17.2,1
196.5,0.94,54.2,30.8,82.1,42.6,1
195.4,2.88,102.5,24.9,87.6,44.0,1
108.8,2.06,77.5,21.4,68.5,47.1,1
136.8,2.86,68.9,23.1,88.6,18.7,1
104.6,2.96,41.9,23.8,58.6,37.6,0
128.1,1.86,103.4,37.4,43.2,0.0,1
100.9,0.82,34.4,16.8,96.5,12.1,0
165.0,2.13,29.7,35.4,31.6,1.6,0
37.1,2.83,27.1,21.3,96.6,21.1,0
80.6,2.59,50.0,24.7,44.6,21.4,0
95.7,2.34,24.2,27.3,32.2,16.0,0
140.1,3.08,58.4,28.5,36.9,34.4,1
70.2,3.41,69.0,15.7,32.7,24.4,1
95.0,2.13,28.3,33.1,80.1,46.1,0
149.8,1.22,118.4,15.9,51.7,38.9,1
43.3,1.73,21.0,18.2,90.4,39.0,0
88.9,2.01,66.3,32.4,57.2,46.2,0
9.7,2.26,89.8,27.3,93.2,14.7,0
58.1,1.49,31.0,18.9,88.6,10.0,0
1.1,2.83,100.7,37.6,84.1,2.2,0
68.0,2.55,104.6,20.7,61.1,35.0,1
20.3,0.92,94.0,38.7,69.4,21.9,0
139.8,0.56,72.5,32.3,74.4,5.3,0
55.8,2.17,62.2,16.6,48.4,47.4,0
80.3,3.26,110.7,36.9,38.5,8.1,1
132.9,1.84,119.7,24.3,48.4,3.3,1
37.1,1.74,76.0,20.8,40.3,6.7,0
2.2,0.68,98.8,17.8,76.6,29.3,0
176.1,0.91,112.1,36.5,86.1,9.4,1
95.7,0.8,58.8,30.8,67.9,40.2,0
25.4,2.03,106.1,16.7,65.9,49.4,0
49.4,2.76,104.0,24.0,45.8,13.1,0
86.4,3.11,98.1,15.7,77.0,46.5,1
121.3,3.1,94.9,18.2,73.0,39.5,1
129.2,2.77,35.7,30.0,50.1,38.7,1
6.2,0.7,28.5,37.3,40.2,32.1,0
78.7,1.89,100.7,37.9,51.2,26.8,0
61.6,3.35,71.1,24.7,91.0,34.4,1
184.7,2.32,86.1,29.3,62.9,4.5,1
68.5,2.05,83.1,21.3,48.8,13.6,0
102.7,1.44,110.6,37.7,69.6,17.4,0
165.1,2.05,61.2,21.6,59.7,33.0,1
178.1,0.92,97.0,22.4,78.1,18.1,1
64.2,2.89,78.2,19.3,80.7,43.8,0
41.1,2.87,103.0,19.6,75.3,24.8,0
96.9,1.31,76.8,28.4,40.2,30.3,0
193.3,2.94,118.4,15.1,43.2,46.7,1
91.0,3.47,78.4,21.9,69.7,10.0,1
85.5,3.45,79.5,26.9,57.1,6.0,1
72.3,2.9,25.5,36.2,49.4,27.4,0
156.8,3.28,88.7,20.1,92.4,28.3,1
67.5,2.37,47.7,25.7,46.1,30.9,0
53.3,2.16,104.1,18.8,68.8,15.8,0
161.1,2.98,40.3,30.4,96.8,4.6,1
195.7,1.31,68.6,17.4,89.2,11.0,1
33.1,1.02,42.0,17.7,46.7,15.4,0
119.9,1.66,41.3,17.5,35.7,35.6,0
147.8,1.65,81.5,24.5,67.9,13.6,1
98.3,2.87,72.4,23.1,64.9,30.8,1
121.3,1.62,90.3,30.0,78.9,18.9,1
41.4,1.44,60.5,21.2,50.3,11.5,0
93.9,0.57,113.5,21.1,78.8,22.6,0
77.8,1.54,58.1,27.3,80.7,45.5,0
51.0,1.19,56.7,39.9,63.5,8.4,0
129.0,2.3,101.0,36.1,98.5,18.2,1
18.0,3.25,29.2,32.4,33.5,4.0,0
90.6,1.38,105.9,22.0,94.1,11.5,0
104.1,1.2,29.2,16.3,75.8,39.2,0
188.3,1.03,74.8,38.6,92.6,11.8,1
39.1,2.64,26.7,17.5,87.2,8.9,0
92.5,2.78,92.3,18.8,95.3,12.3,1
171.1,2.8,71.3,15.5,65.3,2.8,1
9.7,0.97,33.2,36.5,88.4,28.7,0
49.2,1.03,31.0,21.2,74.8,37.7,0
75.5,0.5,66.1,35.0,77.4,19.8,0
80.8,2.08,116.2,38.6,54.8,30.3,1
149.9,2.75,72.3,25.2,65.2,25.0,1
41.4,2.3,56.8,22.5,72.3,20.6,0
74.7,1.44,39.9,15.4,60.5,31.9,0
173.0,2.87,94.9,31.2,51.1,12.2,1
45.4,1.82,68.7,26.7,62.6,44.1,0
83.2,0.65,114.8,37.4,94.6,14.8,0
93.0,1.66,85.3,25.8,71.9,17.7,0
95.4,3.3,106.9,27.0,54.7,9.7,1
33.2,3.48,34.6,32.8,48.9,1.2,0
104.2,0.57,60.3,35.0,62.2,31.1,0
10.2,2.05,32.3,26.0,64.1,38.2,0
155.9,2.69,76.6,16.7,97.8,46.6,1
132.1,1.82,92.3,21.7,40.0,45.7,0
76.8,1.68,24.2,22.6,96.7,9.7,0
83.5,2.98,35.2,28.7,47.9,45.8,0
13.2,3.08,46.6,27.1,34.6,23.4,0
185.0,1.98,28.0,26.5,93.0,30.8,1
170.1,3.37,45.8,29.0,92.2,40.7,1
133.0,2.08,86.8,35.9,71.3,34.1,1
155.7,1.24,101.5,25.8,49.1,47.0,1
194.6,3.47,25.1,29.8,86.1,12.9,1
111.0,3.03,41.9,38.9,62.5,7.7,0
108.4,1.59,94.3,25.5,53.2,4.1,0
96.2,3.29,26.6,22.8,92.3,21.8,1
30.8,1.92,23.1,38.4,38.3,11.8,0
98.4,3.37,78.8,25.1,89.5,14.3,1
33.0,0.98,52.7,24.4,35.8,4.1,0
1.7,2.12,69.3,17.3,97.9,40.4,0
198.4,0.51,37.8,18.3,98.9,18.3,0
165.4,1.57,77.2,16.0,92.5,16.5,1
116.6,3.46,81.4,35.5,43.5,8.5,1
198.7,0.82,79.3,30.4,66.8,41.6,1
13.0,2.32,46.0,31.1,79.0,4.8,0
137.8,0.6,105.2,31.6,78.6,40.5,0
101.8,1.38,90.6,25.0,86.5,11.8,0
61.9,1.48,44.1,18.7,40.9,4.0,0
23.5,0.82,64.9,18.7,35.1,38.5,0
115.9,2.66,63.5,18.1,75.1,47.1,1
117.5,3.31,41.0,26.8,32.4,7.8,1
13.2,0.59,105.3,21.3,43.1,24.9,0
79.5,2.63,52.4,18.3,52.9,48.3,0
63.0,3.25,76.7,32.5,30.5,39.2,1
